W22 G0 (d) — every GPU-tier row that moved when the resting sweep was gated

before = the canonical matrix at the 0.10.0 landing (the W21 bed); after = this gate's
scratch matrix, the same profile documents and the same bed, the sweep gone. Only the
cells the gate recaptured appear: the four standard profiles, GPU tier, calibration and
validation. The holdout is not read at this gate (X5).

profile                                scene                                        row                        before      after      delta
apple-macos-26.5-1x-dark-standard      photo__capsule-button__rest                  ssimMean                 0.988520   0.988452  -0.000068
apple-macos-26.5-1x-dark-standard      photo__capsule-button__rest                  oklabDeltaEMean          0.007527   0.007549  +0.000022
apple-macos-26.5-1x-dark-standard      photo__capsule-button__rest                  interiorMeanWeb          0.055568   0.054954  -0.000613
apple-macos-26.5-1x-dark-standard      photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.017733   0.007062  -0.010671
apple-macos-26.5-1x-dark-standard      photo__capsule-button__rest-tint-orange      rimFwhmWeb               0.785078   0.587827  -0.197250
apple-macos-26.5-1x-dark-standard      photo__capsule-button__rest-tint-orange      ssimMean                 0.997501   0.997752  +0.000250
apple-macos-26.5-1x-dark-standard      photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.000977   0.000971  -0.000006
apple-macos-26.5-1x-dark-standard      photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.427995   0.427280  -0.000715
apple-macos-26.5-1x-dark-standard      photo__rrect-md__rest                        rimPeakLuminanceWeb      0.071876   0.041356  -0.030520
apple-macos-26.5-1x-dark-standard      photo__rrect-md__rest                        rimFwhmWeb               1.019506   1.028557  +0.009051
apple-macos-26.5-1x-dark-standard      photo__rrect-md__rest                        ssimMean                 0.992742   0.997243  +0.004501
apple-macos-26.5-1x-dark-standard      photo__rrect-md__rest                        oklabDeltaEMean          0.013128   0.013010  -0.000118
apple-macos-26.5-1x-dark-standard      photo__rrect-md__rest                        interiorMeanWeb          0.041503   0.040462  -0.001041
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           rimPeakLuminanceWeb      0.075342   0.070423  -0.004919
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           rimFwhmWeb               0.927549   0.922143  -0.005406
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           ssimMean                 0.997111   0.997128  +0.000017
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           oklabDeltaEMean          0.002323   0.002321  -0.000001
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           interiorMeanWeb          0.677996   0.677666  -0.000330
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue rimPeakLuminanceWeb      0.129327   0.117606  -0.011721
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue rimFwhmWeb               0.982654   0.980062  -0.002592
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue ssimMean                 0.998217   0.998145  -0.000072
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue oklabDeltaEMean          0.001247   0.001255  +0.000008
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue interiorMeanWeb          0.212484   0.211699  -0.000785
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.109424   0.099199  -0.010225
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange rimFwhmWeb               0.967408   0.963277  -0.004132
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange ssimMean                 0.998560   0.998545  -0.000015
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange oklabDeltaEMean          0.001259   0.001259  +0.000001
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange interiorMeanWeb          0.373427   0.372741  -0.000685
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 rimPeakLuminanceWeb      0.080589   0.072373  -0.008216
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 rimFwhmWeb               0.923910   0.913606  -0.010304
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 ssimMean                 0.986215   0.986282  +0.000067
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 oklabDeltaEMean          0.003339   0.003318  -0.000021
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 interiorMeanWeb          0.694624   0.694340  -0.000284
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 rimPeakLuminanceWeb      0.083739   0.071331  -0.012408
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 rimFwhmWeb               0.928650   0.913507  -0.015143
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 ssimMean                 0.979652   0.979738  +0.000086
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 oklabDeltaEMean          0.004652   0.004644  -0.000008
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 interiorMeanWeb          0.694716   0.694399  -0.000317
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 rimPeakLuminanceWeb      0.083582   0.070955  -0.012627
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 rimFwhmWeb               0.913437   0.898748  -0.014688
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 ssimMean                 0.998951   0.998901  -0.000050
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 oklabDeltaEMean          0.000887   0.000894  +0.000007
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 interiorMeanWeb          0.679583   0.678390  -0.001193
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            rimPeakLuminanceWeb      0.026031   0.011295  -0.014736
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            rimFwhmWeb               0.813715   0.647371  -0.166344
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            ssimMean                 0.996902   0.996819  -0.000083
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            oklabDeltaEMean          0.002340   0.002358  +0.000018
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            interiorMeanWeb          0.675604   0.673931  -0.001673
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   rimPeakLuminanceWeb      0.086017   0.061879  -0.024138
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   rimFwhmWeb               0.957257   0.936676  -0.020581
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   ssimMean                 0.998260   0.998208  -0.000052
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   oklabDeltaEMean          0.003042   0.003067  +0.000025
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   interiorMeanWeb          0.497541   0.496715  -0.000827
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      rimPeakLuminanceWeb      0.074288   0.050203  -0.024085
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      rimFwhmWeb               0.894429   0.846925  -0.047503
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      ssimMean                 0.997772   0.997691  -0.000081
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      oklabDeltaEMean          0.004582   0.004602  +0.000021
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      interiorMeanWeb          0.465965   0.465141  -0.000824
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            rimPeakLuminanceWeb      0.020921   0.020870  -0.000051
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            rimFwhmWeb               0.550019   0.549420  -0.000599
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            ssimMean                 0.998409   0.998413  +0.000004
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            oklabDeltaEMean          0.000501   0.000501  -0.000000
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            interiorMeanWeb          0.971796   0.971793  -0.000003
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.125230   0.116809  -0.008421
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange rimFwhmWeb               0.965079   0.961874  -0.003205
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange ssimMean                 0.998410   0.998555  +0.000145
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange oklabDeltaEMean          0.000767   0.000755  -0.000012
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange interiorMeanWeb          0.435160   0.434595  -0.000565
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  rimPeakLuminanceWeb      0.056755   0.056400  -0.000354
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  rimFwhmWeb               0.868062   0.867344  -0.000718
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  ssimMean                 0.996817   0.996840  +0.000024
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  oklabDeltaEMean          0.001453   0.001452  -0.000001
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  interiorMeanWeb          0.932510   0.932498  -0.000012
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  rimPeakLuminanceWeb      0.054675   0.054146  -0.000529
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  rimFwhmWeb               0.863217   0.862064  -0.001153
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  ssimMean                 0.995755   0.995797  +0.000042
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  oklabDeltaEMean          0.002248   0.002247  -0.000001
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  interiorMeanWeb          0.932318   0.932305  -0.000013
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  rimPeakLuminanceWeb      0.089395   0.080562  -0.008833
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  rimFwhmWeb               0.961464   0.956447  -0.005017
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  ssimMean                 0.998738   0.998712  -0.000026
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  oklabDeltaEMean          0.002365   0.002367  +0.000002
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  interiorMeanWeb          0.616547   0.615955  -0.000592
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        rimPeakLuminanceWeb      0.128424   0.116166  -0.012257
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        rimFwhmWeb               0.987214   0.984997  -0.002217
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        ssimMean                 0.996378   0.996234  -0.000145
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        oklabDeltaEMean          0.001095   0.001100  +0.000005
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        interiorMeanWeb          0.205118   0.204297  -0.000821
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.110403   0.099282  -0.011121
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      rimFwhmWeb               0.973505   0.969453  -0.004051
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      ssimMean                 0.997470   0.997389  -0.000081
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.001058   0.001057  -0.000001
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.360622   0.359876  -0.000746
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half rimPeakLuminanceWeb      0.104497   0.093975  -0.010522
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half rimFwhmWeb               0.967915   0.963125  -0.004790
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half ssimMean                 0.998088   0.998009  -0.000079
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half oklabDeltaEMean          0.001673   0.001674  +0.000001
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half interiorMeanWeb          0.459011   0.458303  -0.000707
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        rimPeakLuminanceWeb      0.088493   0.071099  -0.017394
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        rimFwhmWeb               0.993793   0.989105  -0.004689
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        ssimMean                 0.997376   0.997453  +0.000077
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        oklabDeltaEMean          0.011829   0.011828  -0.000001
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        interiorMeanWeb          0.658475   0.657880  -0.000595
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            rimPeakLuminanceWeb      0.120255   0.094278  -0.025977
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            rimFwhmWeb               0.986681   0.980149  -0.006532
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            ssimMean                 0.995814   0.996155  +0.000341
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            oklabDeltaEMean          0.002867   0.002850  -0.000017
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            interiorMeanWeb          0.366402   0.365515  -0.000887
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        rimPeakLuminanceWeb      0.105219   0.087871  -0.017348
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        rimFwhmWeb               1.094557   1.109665  +0.015108
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        ssimMean                 0.995599   0.995620  +0.000020
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        oklabDeltaEMean          0.023169   0.023192  +0.000024
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        interiorMeanWeb          0.660391   0.659949  -0.000442
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        rimPeakLuminanceWeb      0.100357   0.083329  -0.017028
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        rimFwhmWeb               0.968991   0.961996  -0.006995
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        ssimMean                 0.999296   0.999314  +0.000018
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        oklabDeltaEMean          0.001074   0.001066  -0.000008
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        interiorMeanWeb          0.597980   0.596372  -0.001607
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   rimPeakLuminanceWeb      0.019099   0.003640  -0.015460
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   rimFwhmWeb               0.696435   0.299585  -0.396850
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   ssimMean                 0.998079   0.998012  -0.000066
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   oklabDeltaEMean          0.002884   0.002877  -0.000008
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   interiorMeanWeb          0.635813   0.634059  -0.001754
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           rimPeakLuminanceWeb      0.084987   0.063545  -0.021442
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           rimFwhmWeb               1.384202   1.378265  -0.005937
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           ssimMean                 0.992015   0.992114  +0.000099
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           oklabDeltaEMean          0.004834   0.004846  +0.000012
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           interiorMeanWeb          0.071658   0.070748  -0.000910
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.044808   0.028129  -0.016679
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange rimFwhmWeb               1.601871   1.740200  +0.138329
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange ssimMean                 0.998411   0.998436  +0.000026
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange oklabDeltaEMean          0.001018   0.001022  +0.000004
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange interiorMeanWeb          0.428871   0.428161  -0.000710
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 rimPeakLuminanceWeb      0.118311   0.069138  -0.049173
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 rimFwhmWeb               1.414875   1.340529  -0.074345
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 ssimMean                 0.989455   0.990542  +0.001087
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 oklabDeltaEMean          0.004020   0.003819  -0.000200
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 interiorMeanWeb          0.050597   0.049391  -0.001206
apple-macos-26.5-2x-dark-standard      dark-solid__rrect-md__rest                   ssimMean                 0.991980   0.995200  +0.003220
apple-macos-26.5-2x-dark-standard      dark-solid__rrect-md__rest                   oklabDeltaEMean          0.004001   0.003680  -0.000320
apple-macos-26.5-2x-dark-standard      dark-solid__rrect-md__rest                   interiorMeanWeb          0.097608   0.055884  -0.041724
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  rimPeakLuminanceWeb      0.068781   0.050877  -0.017903
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  rimFwhmWeb               1.349708   1.352742  +0.003035
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  ssimMean                 0.991008   0.990944  -0.000064
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  oklabDeltaEMean          0.007586   0.007607  +0.000021
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  interiorMeanWeb          0.055554   0.054752  -0.000802
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.040796   0.024009  -0.016787
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      rimFwhmWeb               1.691211   1.966938  +0.275726
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      ssimMean                 0.997423   0.997540  +0.000117
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.000994   0.000990  -0.000004
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.428733   0.428019  -0.000714
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        rimPeakLuminanceWeb      0.114187   0.060653  -0.053534
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        rimFwhmWeb               1.473181   1.511256  +0.038075
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        ssimMean                 0.993769   0.997184  +0.003415
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        oklabDeltaEMean          0.013071   0.012934  -0.000137
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        interiorMeanWeb          0.041874   0.040690  -0.001185
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           rimPeakLuminanceWeb      0.131519   0.125969  -0.005550
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           rimFwhmWeb               1.982242   2.036932  +0.054690
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           ssimMean                 0.996346   0.996365  +0.000020
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           oklabDeltaEMean          0.002550   0.002548  -0.000002
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           interiorMeanWeb          0.685613   0.685395  -0.000218
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue rimPeakLuminanceWeb      0.206002   0.186816  -0.019185
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue rimFwhmWeb               1.567544   1.584320  +0.016776
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue ssimMean                 0.997929   0.997908  -0.000022
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue oklabDeltaEMean          0.001288   0.001293  +0.000005
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue interiorMeanWeb          0.213657   0.212840  -0.000817
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.177903   0.161883  -0.016020
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange rimFwhmWeb               1.650995   1.675413  +0.024418
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange ssimMean                 0.998202   0.998241  +0.000039
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange oklabDeltaEMean          0.001328   0.001324  -0.000004
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange interiorMeanWeb          0.375651   0.374962  -0.000688
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 rimPeakLuminanceWeb      0.120968   0.114061  -0.006908
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 rimFwhmWeb               2.433432   2.397581  -0.035852
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 ssimMean                 0.990303   0.990373  +0.000069
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 oklabDeltaEMean          0.003720   0.003703  -0.000016
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 interiorMeanWeb          0.701474   0.701255  -0.000219
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 rimPeakLuminanceWeb      0.128160   0.114768  -0.013392
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 rimFwhmWeb               2.454145   2.458857  +0.004712
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 ssimMean                 0.986036   0.986027  -0.000009
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 oklabDeltaEMean          0.004872   0.004867  -0.000004
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 interiorMeanWeb          0.701297   0.701022  -0.000275
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 rimPeakLuminanceWeb      0.134133   0.120903  -0.013230
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 rimFwhmWeb               2.221516   2.188951  -0.032564
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 ssimMean                 0.998814   0.998782  -0.000032
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 oklabDeltaEMean          0.000990   0.000991  +0.000001
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 interiorMeanWeb          0.688029   0.686988  -0.001041
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            rimPeakLuminanceWeb      0.082941   0.062321  -0.020620
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            rimFwhmWeb               2.418076   2.611489  +0.193414
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            ssimMean                 0.996549   0.996412  -0.000137
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            oklabDeltaEMean          0.002417   0.002431  +0.000014
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            interiorMeanWeb          0.685680   0.684182  -0.001498
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   rimPeakLuminanceWeb      0.152584   0.119018  -0.033566
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   rimFwhmWeb               2.230051   2.346271  +0.116220
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   ssimMean                 0.998606   0.998583  -0.000023
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   oklabDeltaEMean          0.003007   0.003012  +0.000005
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   interiorMeanWeb          0.498672   0.497847  -0.000826
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      rimPeakLuminanceWeb      0.149939   0.115603  -0.034336
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      rimFwhmWeb               2.240312   2.373539  +0.133226
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      ssimMean                 0.998452   0.998409  -0.000043
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      oklabDeltaEMean          0.004628   0.004629  +0.000002
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      interiorMeanWeb          0.467196   0.466356  -0.000840
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            rimPeakLuminanceWeb      0.033208   0.033171  -0.000037
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            rimFwhmWeb               2.887064   2.888358  +0.001294
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            ssimMean                 0.998978   0.998980  +0.000002
