== apple-macos-26.5-2x-dark-standard / css  fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w26/g2/cand/web-captures
scene                                        set           bodyN   bodyW |                  rim native T/B/L/R |                     rim web T/B/L/R | clipN
checkerboard-64__rrect-sm__rest              unassigned   0.1620  0.1221 | +0.1498 +0.1498 +0.1006 +0.1006 | +0.0494 +0.0001 +0.0494 -0.0465 |  0.00  0.00  0.00  0.00
checkerboard-64__capsule-button__rest        unassigned   0.1402  0.0784 | +0.3128 +0.3571     -       -   | +0.1307 +0.0820     -       -   |  0.00  0.00   -     -  
checkerboard-64__rrect-md__rest              unassigned   0.0490  0.0475 | +0.1332 +0.1327 +0.0089 +0.0089 | -0.0065 -0.0259 -0.0790 -0.0889 |  0.00  0.00  0.00  0.00
checkerboard-64__rrect-ml__rest              unassigned   0.0517  0.0472 | +0.0658 +0.0677 -0.0153 -0.0155 | +0.0305 +0.0075 +0.1309 +0.0961 |  0.00  0.00  0.00  0.00
checkerboard-64__rrect-lg__rest              unassigned   0.0538  0.0478 | +0.0657 +0.0404 +0.0554 +0.0552 | +0.0492 +0.0238 +0.1279 +0.0931 |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-sm__rest            unassigned   0.1253  0.1170 | +0.1192 +0.1191 +0.1196 +0.1208 | +0.0874 -0.0004 +0.0394 +0.0242 |  0.00  0.00  0.00  0.00
checkerboard-lc16__capsule-button__rest      unassigned   0.1256  0.1111 | +0.1189 +0.1198     -       -   | +0.0818 +0.0004     -       -   |  0.00  0.00   -     -  
checkerboard-lc16__rrect-md__rest            unassigned   0.0659  0.0729 | +0.0715 +0.0721 +0.0781 +0.0667 | +0.0496 -0.0011 +0.0485 +0.0004 |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-ml__rest            unassigned   0.0682  0.0738 | +0.0726 +0.0728 +0.0707 +0.0757 | +0.0484 -0.0011 +0.0405 +0.0017 |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-lg__rest            unassigned   0.0709  0.0735 | +0.0725 +0.0729 +0.0664 +0.0805 | +0.0470 -0.0026 +0.0389 +0.0049 |  0.00  0.00  0.00  0.00
hc-text-7__rrect-sm__rest                    unassigned   0.1162  0.1164 | +0.0833 +0.1021 +0.1020 +0.1051 | +0.1398 -0.0234 +0.0939 +0.0034 |  0.00  0.00  0.00  0.00
hc-text-7__rrect-md__rest                    unassigned   0.0581  0.0695 | +0.0659 +0.0754 +0.0526 +0.1022 | -0.0138 +0.0201 +0.0421 +0.0498 |  0.00  0.00  0.00  0.00
hc-text-7__rrect-lg__rest                    unassigned   0.0801  0.0743 | +0.0782 +0.0801 +0.0735 +0.1453 | +0.0823 -0.0096 +0.0252 +0.0560 |  0.00  0.00  0.00  0.00
hc-text-28__rrect-sm__rest                   unassigned   0.0974  0.1016 | +0.0556 +0.0578 +0.0003 +0.0003 | +0.2122 +0.1149 +0.0283 -0.0611 |  0.00  0.00  0.00  0.00
hc-text-28__rrect-md__rest                   unassigned   0.0558  0.0702 | +0.0316 +0.0775 +0.0346 +0.0568 | +0.1263 +0.0359 +0.0469 +0.0668 |  0.00  0.00  0.00  0.00
hc-text-28__rrect-lg__rest                   unassigned   0.0830  0.0759 | +0.0951 +0.0942 +0.0823 +0.1563 | +0.1070 -0.0690 +0.0291 +0.0479 |  0.00  0.00  0.00  0.00
hc-text__rrect-sm__rest                      unassigned   0.1202  0.1188 | +0.0961 +0.0866 +0.0248 +0.0248 | -0.0239 -0.0977 +0.0356 -0.0537 |  0.00  0.00  0.00  0.00
hc-text__rrect-lg__rest                      unassigned   0.0796  0.0744 | +0.0714 +0.0885 +0.0737 +0.1403 | +0.1131 +0.0487 +0.0273 +0.0605 |  0.00  0.00  0.00  0.00
light-solid__rrect-sm__rest                  unassigned   0.9666  0.1724 | +0.0293 +0.0293 +0.0293 +0.0293 | +0.1421 -0.0003 +0.1426 +0.0006 |  1.00  1.00  1.00  1.00
light-solid__rrect-lg__rest                  unassigned   0.1052  0.1051 | +0.0990 +0.0990 +0.0998 +0.0998 | +0.0714 -0.0046 +0.0713 -0.0046 |  0.00  0.00  0.00  0.00
dark-solid__rrect-sm__rest                   unassigned   0.0110  0.0117 | +0.0204 +0.0204 +0.0204 +0.0204 | +0.0036 +0.0000 +0.0036 +0.0000 |  0.00  0.00  0.00  0.00
dark-solid__rrect-lg__rest                   unassigned   0.0110  0.0130 | +0.0200 +0.0200 +0.0201 +0.0201 | +0.0055 -0.0000 +0.0055 -0.0000 |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-sm__rest               unassigned   0.0284  0.0331 | +0.0400 +0.0400 +0.0400 +0.0400 | +0.0166 +0.0000 +0.0166 +0.0000 |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-md__rest               unassigned   0.0252  0.0242 | +0.0372 +0.0372 +0.0375 +0.0375 | +0.0127 -0.0000 +0.0127 -0.0000 |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-lg__rest               unassigned   0.0223  0.0242 | +0.0340 +0.0340 +0.0342 +0.0342 | +0.0126 -0.0001 +0.0126 -0.0001 |  0.00  0.00  0.00  0.00
checkerboard-4__capsule-button__rest-tint-orange unassigned   0.4345  0.4275 | +0.1280 +0.1280     -       -   | +0.0130 +0.0001     -       -   |  0.00  0.00   -     -  
checkerboard-8__capsule-button__rest-tint-orange unassigned   0.4345  0.4276 | +0.1299 +0.1299     -       -   | +0.0128 -0.0001     -       -   |  0.00  0.00   -     -  
checkerboard-32__capsule-button__rest-tint-orange unassigned   0.4350  0.4275 | +0.1266 +0.1266     -       -   | +0.0130 +0.0001     -       -   |  0.00  0.00   -     -  
checkerboard-64__capsule-button__rest-tint-orange unassigned   0.4369  0.4275 | +0.1408 +0.1444     -       -   | +0.0097 +0.0001     -       -   |  0.00  0.00   -     -  
impulse__rrect-sm__rest                      unassigned   0.0070  0.0033 | +0.0163 +0.0169 +0.0136 +0.0136 | +0.0023 -0.0000 +0.0023 -0.0000 |  0.00  0.00  0.00  0.00
impulse__rrect-ml__rest                      unassigned   0.0071  0.0440 | +0.0163 +0.0163 +0.0183 +0.0184 | +0.0304 -0.0004 +0.0262 -0.0004 |  0.00  0.00  0.00  0.00
impulse__rrect-lg__rest                      unassigned   0.0051  0.0441 | +0.0126 +0.0125 +0.0126 +0.0126 | +0.0258 -0.0005 +0.0261 -0.0006 |  0.00  0.00  0.00  0.00
dark-solid__rrect-48__rest                   unassigned   0.0110  0.0117 | +0.0204 +0.0204 +0.0204 +0.0204 | +0.0036 -0.0000 +0.0036 -0.0000 |  0.00  0.00  0.00  0.00
dark-solid__rrect-64__rest                   unassigned   0.0110  0.0123 | +0.0204 +0.0204 +0.0204 +0.0204 | +0.0054 -0.0000 +0.0054 -0.0000 |  0.00  0.00  0.00  0.00
dark-solid__rrect-80__rest                   unassigned   0.0169  0.0152 | +0.0271 +0.0271 +0.0273 +0.0273 | +0.0070 +0.0000 +0.0070 +0.0000 |  0.00  0.00  0.00  0.00
dark-solid__rrect-ml__rest                   unassigned   0.0130  0.0130 | +0.0231 +0.0231 +0.0232 +0.0232 | +0.0055 -0.0000 +0.0055 -0.0000 |  0.00  0.00  0.00  0.00
dark-solid__rrect-md-clear20__rest           unassigned   0.0144  0.0141 | -0.0053 +0.0018 +0.0173 +0.0050 | -0.0048 +0.0022 +0.0026 +0.0005 |  0.00  0.00  0.00  0.00

-> /Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/packages/calibration/results/2026-09-10-w26-heavy-width/g2/canonical-reads/apple-macos-26.5-2x-dark-standard-css-after.json
