== apple-macos-26.5-1x-dark-standard / css / after   fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w26/g2/cand/web-captures
   window: 1.0 CSS px outside … 4.0 CSS px inside, erode 6.0, bins 16 × 22.5° centred on the compass
scene                                    set         src       body       N     NNE      NE     ENE       E     ESE      SE     SSE       S     SSW      SW     WSW       W     WNW      NW     NNW   ratio  bright  floor
impulse__rrect-lg__rest                  calibration web     0.0441  0.0256  0.0156  0.0209  0.0165  0.0238  0.0034  0.0052  0.0034  0.0255  0.0159  0.0225  0.0168  0.0256  0.0189  0.0201  0.0165    7.54       N  0.133
dark-solid__rrect-48__rest               calibration native  0.0110  0.0198  0.0040  0.0011  0.0037  0.0194  0.0197  0.0209  0.0197  0.0198  0.0035  0.0009  0.0035  0.0194  0.0201  0.0212  0.0203   24.38      NW  0.041
dark-solid__rrect-48__rest               calibration web     0.0117  0.0036  0.0030  0.0030  0.0023  0.0032  0.0004  0.0001  0.0004  0.0034  0.0023  0.0029  0.0030  0.0036  0.0028  0.0026  0.0028   39.99       N  0.025
dark-solid__rrect-64__rest               calibration native  0.0110  0.0197  0.0036  0.0012  0.0035  0.0193  0.0209  0.0204  0.0209  0.0197  0.0035  0.0011  0.0035  0.0193  0.0209  0.0205  0.0209   19.67     SSE  0.051
dark-solid__rrect-64__rest               calibration web     0.0123  0.0053  0.0040  0.0042  0.0039  0.0047  0.0006  0.0001  0.0006  0.0051  0.0038  0.0040  0.0040  0.0053  0.0040  0.0040  0.0040   53.58       N  0.019
dark-solid__rrect-80__rest               calibration native  0.0169  0.0260  0.0022  0.0008  0.0030  0.0249  0.0239  0.0233  0.0238  0.0259  0.0022  0.0008  0.0030  0.0249  0.0239  0.0237  0.0242   31.29       N  0.032
dark-solid__rrect-80__rest               calibration web     0.0152  0.0069  0.0042  0.0050  0.0044  0.0062  0.0008  0.0002  0.0007  0.0066  0.0046  0.0049  0.0042  0.0069  0.0041  0.0051  0.0041   29.40       N  0.034
dark-solid__rrect-ml__rest               calibration native  0.0130  0.0220  0.0026  0.0011  0.0034  0.0209  0.0230  0.0221  0.0230  0.0220  0.0024  0.0010  0.0032  0.0210  0.0235  0.0219  0.0237   22.74     NNW  0.044
dark-solid__rrect-ml__rest               calibration web     0.0130  0.0055  0.0033  0.0039  0.0032  0.0049  0.0008  0.0001  0.0007  0.0052  0.0032  0.0038  0.0034  0.0054  0.0036  0.0041  0.0035   40.67       N  0.025
dark-solid__rrect-md-clear20__rest       calibration native  0.0144 -0.0027 -0.0027 -0.0027 -0.0027  0.0087  0.0173  0.0009  0.0009  0.0009  0.0009  0.0009  0.0166  0.0174 -0.0027 -0.0027 -0.0027     inf       W -0.153
dark-solid__rrect-md-clear20__rest       calibration web     0.0141 -0.0024 -0.0024 -0.0024 -0.0024  0.0034  0.0011  0.0011  0.0011  0.0011  0.0011  0.0011  0.0054  0.0037 -0.0024 -0.0024 -0.0024     inf     WSW -0.441

-> /Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/packages/calibration/results/2026-09-10-w26-heavy-width/g2/canonical-reads/apple-macos-26.5-1x-dark-standard-css-after-angular.json
